Nb de candidats ayant fait au moins un vœu confirmé PP 2025;Nb de candidats ayant fait au moins un vœu confirmé PP 2024;Nb de candidats ayant fait au moins un vœu confirmé PP 2023;Nb de cddt ayant au moins une proposition Parcoursup 2025;Nb de cddt ayant au moins une proposition Parcoursup 2024;Nb de cddt ayant au moins une proposition Parcoursup 2023;Etablissement;Type de formation de la scolarité;Niveau d'études
1;;;1;;;INALCO;CLPES;Année préparatoire aux études supérieures
;0;;;;;INALCO;DEUST;1ère année d'études supérieures
;;0;;;;INALCO;DEUST;2nd année d'études supérieures
180;100;96;183;103;99;INALCO;Diplômes d'université ou d'établissement;1ère année d'études supérieures
11;4;6;12;5;7;INALCO;Diplômes d'université ou d'établissement;2nd année d'études supérieures
;;0;;;;INALCO;Formations d'art, de design et du spectacle vivant;3ème année d'études supérieures
9;12;13;9;14;14;INALCO;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
433;384;342;391;363;347;INALCO;Licence;1ère année d'études supérieures
60;41;34;56;39;36;INALCO;Licence;2nd année d'études supérieures
78;45;56;80;53;59;INALCO;Licence;3ème année d'études supérieures
5;2;1;5;3;1;INALCO;Licence;4ème année d'études supérieures ou plus
2;0;;3;;;INALCO;Licence professionnelle;1ère année d'études supérieures
;;1;;;1;INALCO;Licence professionnelle;2nd année d'études supérieures
0;1;1;;1;;INALCO;Licence professionnelle;3ème année d'études supérieures
;;1;;;;INALCO;Licence sélective;1ère année d'études supérieures
;0;;;1;;INALCO;Licence sélective;2nd année d'études supérieures
0;;;;;;INALCO;Licence sélective;3ème année d'études supérieures
14;13;3;15;8;9;INALCO;Master;4ème année d'études supérieures ou plus
1;3;3;;2;3;INALCO;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
2;;0;2;;1;INALCO;Semestre passerelle/rebond;1ère année d'études supérieures
;;0;;;;INALCO;Semestre passerelle/rebond;2nd année d'études supérieures
;0;;;;;INALCO;Terminale;Année préparatoire aux études supérieures
;;0;;;;INALCO;Terminale;Terminale
0;;;;;;Ingetis Ecole d'Ingénierie Informatique;Autre formation du supérieur;3ème année d'études supérieures
20;8;6;12;7;3;Ingetis Ecole d'Ingénierie Informatique;BTS - BTSA - BTSM;1ère année d'études supérieures
3;0;0;;;;Ingetis Ecole d'Ingénierie Informatique;BTS - BTSA - BTSM;2nd année d'études supérieures
0;;;;;;Ingetis Ecole d'Ingénierie Informatique;Formations professionnelles;3ème année d'études supérieures
0;;;;;;Ingetis Ecole d'Ingénierie Informatique;Licence professionnelle;3ème année d'études supérieures
11;;;7;;;INSEEC BTS PARIS;BTS - BTSA - BTSM;1ère année d'études supérieures
1;;;;;;INSEEC BTS PARIS;BTS - BTSA - BTSM;2nd année d'études supérieures
0;;;;;;INSEEC BTS PARIS;Formations professionnelles;3ème année d'études supérieures
0;;;;;;INSEEC BTS PARIS;Licence professionnelle;3ème année d'études supérieures
;0;;;;;INSTA;Autre formation du supérieur;4ème année d'études supérieures ou plus
15;13;8;11;12;5;INSTA;BTS - BTSA - BTSM;1ère année d'études supérieures
5;2;3;1;2;;INSTA;BTS - BTSA - BTSM;2nd année d'études supérieures
;0;0;;;;INSTA;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Année préparatoire aux études supérieures
;;0;;;1;INSTA;DCG;1ère année d'études supérieures
;0;;;;;INSTA;DCG;2nd année d'études supérieures
;0;;;;;INSTA;DCG;3ème année d'études supérieures
0;;0;1;;;INSTA;Formations professionnelles;3ème année d'études supérieures
0;;;;;;INSTA;Licence professionnelle;3ème année d'études supérieures
5;3;;4;3;;Institut Catholique de Paris (ICP)- Campus de Paris;Année préparatoire au DAEU;Année préparatoire aux études supérieures
9;2;13;7;3;13;Institut Catholique de Paris (ICP)- Campus de Paris;Autre formation du supérieur;1ère année d'études supérieures
1;;;1;;;Institut Catholique de Paris (ICP)- Campus de Paris;Autre formation du supérieur;2nd année d'études supérieures
1;1;;1;1;;Institut Catholique de Paris (ICP)- Campus de Paris;Autre formation du supérieur;3ème année d'études supérieures
;1;0;;;;Institut Catholique de Paris (ICP)- Campus de Paris;Autre formation du supérieur;4ème année d'études supérieures ou plus
;1;1;;1;;Institut Catholique de Paris (ICP)- Campus de Paris;BTS - BTSA - BTSM;1ère année d'études supérieures
;;1;;;1;Institut Catholique de Paris (ICP)- Campus de Paris;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Année préparatoire aux études supérieures
;0;;;;;Institut Catholique de Paris (ICP)- Campus de Paris;CPGE;2nd année d'études supérieures
0;;;;;;Institut Catholique de Paris (ICP)- Campus de Paris;DCG;3ème année d'études supérieures
29;18;12;24;12;10;Institut Catholique de Paris (ICP)- Campus de Paris;Diplômes d'université ou d'établissement;1ère année d'études supérieures
3;;1;2;;;Institut Catholique de Paris (ICP)- Campus de Paris;Diplômes d'université ou d'établissement;2nd année d'études supérieures
;1;;;1;;Institut Catholique de Paris (ICP)- Campus de Paris;Etudes de santé;2nd année d'études supérieures
0;;;;;;Institut Catholique de Paris (ICP)- Campus de Paris;Formations diplômantes du travail social;1ère année d'études supérieures
45;16;20;44;13;20;Institut Catholique de Paris (ICP)- Campus de Paris;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
0;3;1;1;2;1;Institut Catholique de Paris (ICP)- Campus de Paris;Formations professionnelles;1ère année d'études supérieures
295;278;239;230;207;214;Institut Catholique de Paris (ICP)- Campus de Paris;Licence;1ère année d'études supérieures
15;9;16;15;8;12;Institut Catholique de Paris (ICP)- Campus de Paris;Licence;2nd année d'études supérieures
28;31;23;27;24;20;Institut Catholique de Paris (ICP)- Campus de Paris;Licence;3ème année d'études supérieures
1;2;1;1;2;2;Institut Catholique de Paris (ICP)- Campus de Paris;Licence;4ème année d'études supérieures ou plus
1;1;;1;;;Institut Catholique de Paris (ICP)- Campus de Paris;Licence professionnelle;1ère année d'études supérieures
1;1;1;1;;1;Institut Catholique de Paris (ICP)- Campus de Paris;Licence professionnelle;3ème année d'études supérieures
3;6;4;3;5;2;Institut Catholique de Paris (ICP)- Campus de Paris;Licence sélective;1ère année d'études supérieures
